% This data set is also obtained from the task of controlling the
% ailerons of a F16 aircraft, although the target variable and
% attributes are different from the ailerons domain. The target variable
% here is a variation instead of an absolute value, and there was some
% pre-selection of the attributes.
% 
% Source: collection of regression datasets by Luis Torgo (ltorgo@ncc.up.pt) at
% http://www.ncc.up.pt/~ltorgo/Regression/DataSets.html
% Original source: Experiments of Rui Camacho (rcamacho@garfield.fe.up.pt). 
% Characteristics: 7129 cases, 6 continuous attributes 
@relation delta_ailerons
@attribute RollRate {<=-0.0069,(-0.0069;-0.005],(-0.005;-0.0035],(-0.0035;0.0022],(0.0022;0.0042],(0.0042;0.0055],(0.0055;0.0072],>0.0072}
@attribute PitchRate {<=-0.0009,(-0.0009;-0.0002],(-0.0002;0.0004],(0.0004;0.0009],(0.0009;0.0015],(0.0015;0.0022],(0.0022;0.0031],>0.0031}
@attribute currPitch {<=0.005,(0.005;0.007],(0.007;0.009],(0.009;0.01],(0.01;0.012],(0.012;0.014],(0.014;0.017],>0.017}
@attribute currRoll {<=-0.013,(-0.013;-0.009],(-0.009;-0.004],(-0.004;0.004],(0.004;0.009],(0.009;0.012],(0.012;0.022],>0.022}
@attribute diffRollRate {<=-0.0002,(-0.0002;-0.0001],(-0.0001;-8e-05],(-8e-05;-2e-05],(-2e-05;5e-05],(5e-05;0.00012],(0.00012;0.00022],>0.00022}
@attribute class {<=-0.0002,(-0.0002;-0.0001],(-0.0001;0.0001],(0.0001;0.0002],>0.0002}

@data
(-0.0069;-0.005],(-0.0009;-0.0002],<=0.005,(-0.004;0.004],(-8e-05;-2e-05],(-0.0001;0.0001]
(-0.005;-0.0035],(0.0022;0.0031],(0.014;0.017],(0.004;0.009],(-8e-05;-2e-05],(-0.0001;0.0001]
(-0.0069;-0.005],(-0.0002;0.0004],(0.01;0.012],<=-0.013,(-8e-05;-2e-05],>0.0002
(-0.0035;0.0022],(0.0009;0.0015],(0.005;0.007],>0.022,(-8e-05;-2e-05],(-0.0002;-0.0001]
(0.0055;0.0072],<=-0.0009,(0.005;0.007],(0.009;0.012],(-8e-05;-2e-05],<=-0.0002
>0.0072,(0.0009;0.0015],(0.012;0.014],(0.012;0.022],(-8e-05;-2e-05],<=-0.0002
(0.0022;0.0042],(0.0004;0.0009],(0.01;0.012],(0.009;0.012],(-8e-05;-2e-05],(-0.0002;-0.0001]
(-0.0069;-0.005],(0.0009;0.0015],(0.009;0.01],(0.004;0.009],(-8e-05;-2e-05],(-0.0001;0.0001]
(0.0055;0.0072],(0.0009;0.0015],(0.007;0.009],(0.012;0.022],(-8e-05;-2e-05],(-0.0002;-0.0001]
(0.0042;0.0055],(-0.0009;-0.0002],(0.012;0.014],(0.012;0.022],(-8e-05;-2e-05],(-0.0002;-0.0001]
>0.0072,(-0.0002;0.0004],(0.01;0.012],>0.022,(-8e-05;-2e-05],<=-0.0002
(-0.005;-0.0035],(-0.0002;0.0004],(0.012;0.014],(0.004;0.009],(-8e-05;-2e-05],(-0.0001;0.0001]
(-0.005;-0.0035],(-0.0009;-0.0002],(0.012;0.014],(-0.004;0.004],(-8e-05;-2e-05],(0.0001;0.0002]
(-0.0069;-0.005],(0.0022;0.0031],(0.007;0.009],(-0.004;0.004],(-8e-05;-2e-05],(-0.0001;0.0001]
(0.0022;0.0042],<=-0.0009,(0.014;0.017],>0.022,(-8e-05;-2e-05],<=-0.0002
(-0.005;-0.0035],(-0.0002;0.0004],(0.014;0.017],(-0.004;0.004],(-8e-05;-2e-05],(-0.0001;0.0001]
(-0.005;-0.0035],(0.0004;0.0009],(0.005;0.007],(0.009;0.012],(-8e-05;-2e-05],(-0.0002;-0.0001]
(0.0042;0.0055],>0.0031,(0.012;0.014],(0.009;0.012],(-8e-05;-2e-05],(-0.0002;-0.0001]
(0.0022;0.0042],>0.0031,(0.01;0.012],(0.004;0.009],(-8e-05;-2e-05],(-0.0001;0.0001]
(-0.005;-0.0035],<=-0.0009,(0.012;0.014],(-0.004;0.004],(-8e-05;-2e-05],(0.0001;0.0002]
<=-0.0069,(-0.0009;-0.0002],(0.014;0.017],(-0.004;0.004],(-8e-05;-2e-05],(0.0001;0.0002]
(-0.005;-0.0035],(0.0015;0.0022],(0.014;0.017],(0.012;0.022],(-8e-05;-2e-05],(0.0001;0.0002]
(0.0042;0.0055],<=-0.0009,(0.007;0.009],(0.009;0.012],(-8e-05;-2e-05],(-0.0002;-0.0001]
>0.0072,(0.0022;0.0031],(0.007;0.009],(0.009;0.012],(-8e-05;-2e-05],<=-0.0002
(-0.0069;-0.005],(0.0015;0.0022],(0.014;0.017],(0.004;0.009],(-8e-05;-2e-05],(-0.0001;0.0001]
<=-0.0069,<=-0.0009,>0.017,(-0.013;-0.009],(-8e-05;-2e-05],>0.0002
(-0.0035;0.0022],(0.0015;0.0022],(0.007;0.009],(0.009;0.012],(-8e-05;-2e-05],(-0.0002;-0.0001]
(-0.005;-0.0035],(-0.0009;-0.0002],<=0.005,(0.009;0.012],(-8e-05;-2e-05],(-0.0002;-0.0001]
(-0.005;-0.0035],(0.0009;0.0015],(0.009;0.01],(0.012;0.022],(-8e-05;-2e-05],(-0.0002;-0.0001]
(-0.005;-0.0035],(0.0015;0.0022],(0.012;0.014],(0.012;0.022],(-8e-05;-2e-05],(-0.0001;0.0001]
<=-0.0069,(0.0004;0.0009],(0.007;0.009],(-0.004;0.004],(-8e-05;-2e-05],(-0.0001;0.0001]
(0.0022;0.0042],(-0.0002;0.0004],(0.009;0.01],>0.022,(-8e-05;-2e-05],(-0.0002;-0.0001]
(-0.005;-0.0035],>0.0031,(0.014;0.017],(-0.013;-0.009],(-8e-05;-2e-05],>0.0002
(-0.0035;0.0022],(-0.0009;-0.0002],(0.01;0.012],(-0.013;-0.009],(-8e-05;-2e-05],>0.0002
(-0.005;-0.0035],(0.0009;0.0015],(0.007;0.009],(0.004;0.009],(-8e-05;-2e-05],(-0.0001;0.0001]
<=-0.0069,<=-0.0009,(0.009;0.01],(-0.004;0.004],(-8e-05;-2e-05],(-0.0001;0.0001]
(-0.005;-0.0035],<=-0.0009,(0.012;0.014],(0.004;0.009],(-8e-05;-2e-05],(-0.0001;0.0001]
(-0.0035;0.0022],(-0.0002;0.0004],(0.01;0.012],(-0.013;-0.009],(-8e-05;-2e-05],>0.0002
(-0.0069;-0.005],<=-0.0009,(0.012;0.014],(0.004;0.009],(-8e-05;-2e-05],(-0.0001;0.0001]
(-0.0069;-0.005],(-0.0002;0.0004],(0.014;0.017],(0.004;0.009],(-8e-05;-2e-05],(-0.0001;0.0001]
(-0.005;-0.0035],(0.0022;0.0031],(0.014;0.017],(0.004;0.009],(-8e-05;-2e-05],>0.0002
(-0.005;-0.0035],(0.0009;0.0015],(0.014;0.017],(-0.004;0.004],(-8e-05;-2e-05],(0.0001;0.0002]
(-0.0035;0.0022],(0.0004;0.0009],(0.01;0.012],(0.009;0.012],(-8e-05;-2e-05],(-0.0002;-0.0001]
(-0.005;-0.0035],>0.0031,(0.007;0.009],(0.004;0.009],(-8e-05;-2e-05],(0.0001;0.0002]
(0.0022;0.0042],<=-0.0009,(0.007;0.009],(0.009;0.012],(-8e-05;-2e-05],<=-0.0002
(-0.005;-0.0035],(0.0004;0.0009],(0.007;0.009],(-0.004;0.004],(-8e-05;-2e-05],(-0.0001;0.0001]
(-0.005;-0.0035],(0.0015;0.0022],>0.017,(-0.009;-0.004],(-8e-05;-2e-05],(-0.0001;0.0001]
(-0.0035;0.0022],(0.0015;0.0022],(0.009;0.01],(-0.013;-0.009],(-8e-05;-2e-05],(0.0001;0.0002]
(-0.005;-0.0035],(0.0022;0.0031],>0.017,(0.009;0.012],(-8e-05;-2e-05],(-0.0001;0.0001]
(-0.0035;0.0022],<=-0.0009,(0.009;0.01],>0.022,(-8e-05;-2e-05],(-0.0002;-0.0001]
(0.0055;0.0072],(-0.0009;-0.0002],(0.012;0.014],(0.012;0.022],(-8e-05;-2e-05],<=-0.0002
(-0.0035;0.0022],>0.0031,<=0.005,(-0.013;-0.009],(-8e-05;-2e-05],(0.0001;0.0002]
(0.0055;0.0072],(0.0022;0.0031],(0.012;0.014],(0.009;0.012],(-8e-05;-2e-05],<=-0.0002
(-0.005;-0.0035],<=-0.0009,(0.005;0.007],(0.012;0.022],(-8e-05;-2e-05],(-0.0001;0.0001]
(-0.005;-0.0035],<=-0.0009,(0.007;0.009],(-0.004;0.004],(-8e-05;-2e-05],>0.0002
(-0.0069;-0.005],(-0.0002;0.0004],(0.007;0.009],(-0.013;-0.009],(-8e-05;-2e-05],(-0.0001;0.0001]
(-0.005;-0.0035],(0.0004;0.0009],(0.007;0.009],(0.004;0.009],(-8e-05;-2e-05],(-0.0001;0.0001]
(-0.0069;-0.005],>0.0031,(0.007;0.009],(-0.009;-0.004],(-8e-05;-2e-05],(-0.0001;0.0001]
(-0.005;-0.0035],(0.0004;0.0009],>0.017,(0.004;0.009],(-8e-05;-2e-05],>0.0002
(0.0022;0.0042],(-0.0002;0.0004],(0.007;0.009],(0.009;0.012],(-8e-05;-2e-05],(-0.0002;-0.0001]
(-0.0035;0.0022],(-0.0002;0.0004],(0.009;0.01],(-0.004;0.004],(-8e-05;-2e-05],(0.0001;0.0002]
(-0.005;-0.0035],(-0.0002;0.0004],(0.01;0.012],(0.004;0.009],(-8e-05;-2e-05],(-0.0001;0.0001]
<=-0.0069,(-0.0002;0.0004],(0.01;0.012],(-0.004;0.004],(-8e-05;-2e-05],(0.0001;0.0002]
(0.0022;0.0042],(0.0004;0.0009],(0.012;0.014],(0.009;0.012],(-8e-05;-2e-05],(-0.0002;-0.0001]
<=-0.0069,(0.0022;0.0031],>0.017,(-0.013;-0.009],(-8e-05;-2e-05],>0.0002
(0.0022;0.0042],<=-0.0009,(0.01;0.012],(0.009;0.012],(-8e-05;-2e-05],(-0.0002;-0.0001]
(0.0042;0.0055],(-0.0002;0.0004],(0.007;0.009],(0.012;0.022],(-8e-05;-2e-05],(-0.0002;-0.0001]
(-0.0069;-0.005],(0.0015;0.0022],(0.012;0.014],(-0.004;0.004],(-8e-05;-2e-05],(0.0001;0.0002]
(0.0055;0.0072],(-0.0002;0.0004],(0.007;0.009],(0.009;0.012],(-8e-05;-2e-05],(-0.0002;-0.0001]
(0.0022;0.0042],(0.0004;0.0009],>0.017,(0.009;0.012],(-8e-05;-2e-05],(-0.0002;-0.0001]
(-0.0069;-0.005],(0.0009;0.0015],(0.007;0.009],(0.004;0.009],(-8e-05;-2e-05],(-0.0001;0.0001]
(0.0042;0.0055],(-0.0009;-0.0002],(0.01;0.012],(0.009;0.012],(-8e-05;-2e-05],<=-0.0002
(-0.0069;-0.005],(-0.0009;-0.0002],(0.009;0.01],(-0.004;0.004],(-8e-05;-2e-05],(-0.0001;0.0001]
(-0.005;-0.0035],(-0.0009;-0.0002],(0.005;0.007],(0.004;0.009],(-8e-05;-2e-05],(0.0001;0.0002]
(-0.0069;-0.005],<=-0.0009,(0.007;0.009],(-0.004;0.004],(-8e-05;-2e-05],(0.0001;0.0002]
(-0.0069;-0.005],(0.0015;0.0022],<=0.005,<=-0.013,(-8e-05;-2e-05],(-0.0001;0.0001]
(0.0055;0.0072],(0.0009;0.0015],(0.012;0.014],(0.012;0.022],(-8e-05;-2e-05],(-0.0002;-0.0001]
(-0.0035;0.0022],<=-0.0009,(0.01;0.012],(-0.013;-0.009],(-8e-05;-2e-05],(0.0001;0.0002]
(0.0022;0.0042],(-0.0002;0.0004],(0.007;0.009],(0.009;0.012],(-8e-05;-2e-05],<=-0.0002
(-0.005;-0.0035],(-0.0002;0.0004],(0.014;0.017],(-0.004;0.004],(-8e-05;-2e-05],(-0.0001;0.0001]
(0.0022;0.0042],(-0.0002;0.0004],<=0.005,(0.009;0.012],(-8e-05;-2e-05],(-0.0002;-0.0001]
>0.0072,(-0.0002;0.0004],(0.014;0.017],(0.012;0.022],(-8e-05;-2e-05],(-0.0002;-0.0001]
(0.0055;0.0072],(0.0015;0.0022],<=0.005,(0.012;0.022],(-8e-05;-2e-05],<=-0.0002
>0.0072,(0.0009;0.0015],<=0.005,(0.012;0.022],(-8e-05;-2e-05],(-0.0002;-0.0001]
(-0.0069;-0.005],(-0.0002;0.0004],(0.01;0.012],(-0.004;0.004],(-8e-05;-2e-05],(-0.0001;0.0001]
(-0.0069;-0.005],>0.0031,(0.012;0.014],(-0.013;-0.009],(-8e-05;-2e-05],(0.0001;0.0002]
(0.0042;0.0055],(-0.0002;0.0004],(0.009;0.01],(0.009;0.012],(-8e-05;-2e-05],(-0.0002;-0.0001]
(-0.005;-0.0035],(0.0022;0.0031],(0.012;0.014],(-0.004;0.004],(-8e-05;-2e-05],(0.0001;0.0002]
<=-0.0069,>0.0031,(0.01;0.012],(0.009;0.012],(-8e-05;-2e-05],(-0.0001;0.0001]
(-0.0069;-0.005],(-0.0009;-0.0002],(0.007;0.009],(-0.004;0.004],(-8e-05;-2e-05],(-0.0001;0.0001]
(0.0022;0.0042],(0.0004;0.0009],(0.005;0.007],(0.009;0.012],(-8e-05;-2e-05],<=-0.0002
(-0.005;-0.0035],(0.0004;0.0009],(0.005;0.007],(-0.004;0.004],(-8e-05;-2e-05],(-0.0001;0.0001]
(-0.005;-0.0035],(-0.0009;-0.0002],(0.007;0.009],(0.012;0.022],(-8e-05;-2e-05],(-0.0001;0.0001]
(-0.005;-0.0035],(-0.0002;0.0004],(0.007;0.009],(0.004;0.009],(-8e-05;-2e-05],(-0.0001;0.0001]
(-0.005;-0.0035],(0.0015;0.0022],>0.017,(-0.013;-0.009],(-8e-05;-2e-05],>0.0002
(0.0022;0.0042],(0.0015;0.0022],(0.007;0.009],(0.009;0.012],(-8e-05;-2e-05],(-0.0002;-0.0001]
<=-0.0069,>0.0031,(0.014;0.017],(-0.013;-0.009],(-8e-05;-2e-05],(-0.0002;-0.0001]
(-0.0069;-0.005],(0.0004;0.0009],(0.005;0.007],<=-0.013,(-8e-05;-2e-05],(0.0001;0.0002]
(0.0055;0.0072],(-0.0009;-0.0002],(0.012;0.014],(0.009;0.012],(-8e-05;-2e-05],(-0.0002;-0.0001]
(0.0055;0.0072],(0.0009;0.0015],(0.012;0.014],(0.009;0.012],(-8e-05;-2e-05],(-0.0002;-0.0001]
(0.0022;0.0042],(0.0009;0.0015],(0.01;0.012],(0.009;0.012],(-8e-05;-2e-05],<=-0.0002
(-0.005;-0.0035],(-0.0002;0.0004],(0.012;0.014],(0.004;0.009],(-8e-05;-2e-05],(-0.0001;0.0001]
(-0.005;-0.0035],<=-0.0009,(0.007;0.009],(0.004;0.009],(-8e-05;-2e-05],(-0.0001;0.0001]
(-0.005;-0.0035],(-0.0009;-0.0002],(0.012;0.014],(0.004;0.009],(-8e-05;-2e-05],>0.0002
<=-0.0069,(0.0022;0.0031],(0.007;0.009],<=-0.013,(-8e-05;-2e-05],>0.0002
(-0.005;-0.0035],>0.0031,>0.017,<=-0.013,(-8e-05;-2e-05],(-0.0002;-0.0001]
(-0.0069;-0.005],(0.0004;0.0009],(0.01;0.012],(-0.013;-0.009],(-8e-05;-2e-05],(0.0001;0.0002]
(-0.0069;-0.005],>0.0031,(0.01;0.012],<=-0.013,(-8e-05;-2e-05],(-0.0001;0.0001]
(-0.0069;-0.005],(-0.0009;-0.0002],<=0.005,(-0.013;-0.009],(-8e-05;-2e-05],(0.0001;0.0002]
(-0.005;-0.0035],(-0.0009;-0.0002],<=0.005,(0.004;0.009],(-8e-05;-2e-05],(-0.0001;0.0001]
(0.0055;0.0072],(-0.0009;-0.0002],(0.01;0.012],(0.012;0.022],(-8e-05;-2e-05],<=-0.0002
>0.0072,(0.0009;0.0015],(0.007;0.009],(0.009;0.012],(-8e-05;-2e-05],(-0.0002;-0.0001]
<=-0.0069,>0.0031,(0.014;0.017],(0.004;0.009],(-8e-05;-2e-05],>0.0002
<=-0.0069,<=-0.0009,>0.017,(-0.013;-0.009],(-8e-05;-2e-05],>0.0002
(-0.005;-0.0035],(0.0015;0.0022],>0.017,(-0.013;-0.009],(-8e-05;-2e-05],>0.0002
(0.0042;0.0055],>0.0031,(0.014;0.017],(0.012;0.022],(-8e-05;-2e-05],<=-0.0002
(-0.0069;-0.005],>0.0031,(0.014;0.017],<=-0.013,(-8e-05;-2e-05],>0.0002
(0.0022;0.0042],<=-0.0009,(0.009;0.01],(0.009;0.012],(-8e-05;-2e-05],<=-0.0002
>0.0072,(0.0022;0.0031],>0.017,(0.009;0.012],(-8e-05;-2e-05],<=-0.0002
(-0.005;-0.0035],(-0.0009;-0.0002],(0.01;0.012],(-0.013;-0.009],(-8e-05;-2e-05],(-0.0001;0.0001]
(-0.0069;-0.005],>0.0031,(0.01;0.012],(-0.004;0.004],(-8e-05;-2e-05],>0.0002
(-0.005;-0.0035],(-0.0002;0.0004],(0.009;0.01],<=-0.013,(-8e-05;-2e-05],(0.0001;0.0002]
<=-0.0069,(0.0022;0.0031],>0.017,(-0.004;0.004],(-8e-05;-2e-05],(-0.0001;0.0001]
<=-0.0069,(-0.0002;0.0004],(0.012;0.014],(-0.004;0.004],(-8e-05;-2e-05],>0.0002
(-0.0035;0.0022],(0.0015;0.0022],<=0.005,(0.004;0.009],(-8e-05;-2e-05],<=-0.0002
(0.0022;0.0042],(0.0009;0.0015],(0.01;0.012],(0.004;0.009],(-8e-05;-2e-05],(-0.0001;0.0001]
(0.0022;0.0042],(-0.0009;-0.0002],(0.014;0.017],(0.009;0.012],(-8e-05;-2e-05],(-0.0002;-0.0001]
(-0.0035;0.0022],(0.0022;0.0031],(0.014;0.017],(0.012;0.022],(-8e-05;-2e-05],<=-0.0002
(0.0042;0.0055],(0.0009;0.0015],<=0.005,(0.012;0.022],(-8e-05;-2e-05],(-0.0002;-0.0001]
<=-0.0069,(0.0015;0.0022],(0.007;0.009],(-0.013;-0.009],(-8e-05;-2e-05],(0.0001;0.0002]
(-0.0069;-0.005],(0.0009;0.0015],(0.012;0.014],(-0.004;0.004],(-8e-05;-2e-05],(0.0001;0.0002]
>0.0072,(0.0022;0.0031],(0.009;0.01],(0.009;0.012],(-8e-05;-2e-05],(-0.0002;-0.0001]
(-0.0035;0.0022],(-0.0009;-0.0002],(0.007;0.009],(-0.013;-0.009],(-8e-05;-2e-05],(-0.0001;0.0001]
(0.0042;0.0055],(-0.0002;0.0004],(0.014;0.017],(0.012;0.022],(-8e-05;-2e-05],<=-0.0002
(-0.0035;0.0022],(-0.0002;0.0004],(0.009;0.01],(0.009;0.012],(-8e-05;-2e-05],<=-0.0002
<=-0.0069,(0.0009;0.0015],<=0.005,<=-0.013,(-8e-05;-2e-05],(0.0001;0.0002]
<=-0.0069,(0.0022;0.0031],(0.012;0.014],(-0.004;0.004],(-8e-05;-2e-05],(0.0001;0.0002]
(-0.005;-0.0035],(-0.0002;0.0004],(0.014;0.017],(-0.004;0.004],(-8e-05;-2e-05],(-0.0001;0.0001]
(0.0042;0.0055],(0.0004;0.0009],>0.017,(0.009;0.012],(-8e-05;-2e-05],<=-0.0002
(-0.005;-0.0035],(0.0015;0.0022],(0.01;0.012],(-0.004;0.004],(-8e-05;-2e-05],(-0.0001;0.0001]
(0.0022;0.0042],(0.0004;0.0009],(0.01;0.012],(0.009;0.012],(-8e-05;-2e-05],(-0.0002;-0.0001]
(-0.0069;-0.005],(0.0009;0.0015],(0.014;0.017],(-0.004;0.004],(-8e-05;-2e-05],(-0.0001;0.0001]
(0.0055;0.0072],(0.0022;0.0031],(0.009;0.01],(0.009;0.012],(-8e-05;-2e-05],(-0.0002;-0.0001]
(-0.005;-0.0035],(-0.0009;-0.0002],(0.01;0.012],(-0.009;-0.004],(-8e-05;-2e-05],(-0.0001;0.0001]
(0.0042;0.0055],(0.0009;0.0015],(0.014;0.017],(0.009;0.012],(-8e-05;-2e-05],(-0.0002;-0.0001]
(-0.0069;-0.005],(0.0022;0.0031],(0.01;0.012],<=-0.013,(-8e-05;-2e-05],(0.0001;0.0002]
(-0.0069;-0.005],(0.0004;0.0009],(0.005;0.007],(0.004;0.009],(-8e-05;-2e-05],(-0.0001;0.0001]
(-0.0069;-0.005],(0.0015;0.0022],(0.014;0.017],(-0.004;0.004],(-8e-05;-2e-05],(-0.0001;0.0001]
(-0.0035;0.0022],(0.0022;0.0031],(0.005;0.007],(-0.013;-0.009],(-8e-05;-2e-05],(0.0001;0.0002]
(-0.0035;0.0022],(0.0022;0.0031],(0.014;0.017],(0.009;0.012],(-8e-05;-2e-05],(-0.0002;-0.0001]
(0.0055;0.0072],>0.0031,(0.014;0.017],(0.009;0.012],(-8e-05;-2e-05],<=-0.0002
(0.0042;0.0055],>0.0031,(0.005;0.007],(0.012;0.022],(-8e-05;-2e-05],<=-0.0002
(-0.0035;0.0022],(-0.0002;0.0004],(0.014;0.017],(0.009;0.012],(-8e-05;-2e-05],(-0.0002;-0.0001]
(-0.0035;0.0022],(0.0009;0.0015],(0.014;0.017],(-0.013;-0.009],(-8e-05;-2e-05],(-0.0001;0.0001]
(-0.005;-0.0035],(-0.0002;0.0004],(0.012;0.014],(-0.004;0.004],(-8e-05;-2e-05],(-0.0001;0.0001]
(0.0055;0.0072],>0.0031,(0.01;0.012],(0.012;0.022],(-8e-05;-2e-05],(-0.0002;-0.0001]
(-0.0035;0.0022],(0.0009;0.0015],(0.007;0.009],(0.009;0.012],(-8e-05;-2e-05],<=-0.0002
<=-0.0069,(-0.0009;-0.0002],(0.005;0.007],(-0.013;-0.009],(-8e-05;-2e-05],(0.0001;0.0002]
(0.0055;0.0072],(0.0022;0.0031],(0.009;0.01],(0.012;0.022],(-8e-05;-2e-05],(-0.0001;0.0001]
(-0.0035;0.0022],(0.0022;0.0031],(0.01;0.012],>0.022,(-8e-05;-2e-05],(-0.0002;-0.0001]
(-0.0069;-0.005],<=-0.0009,(0.014;0.017],(-0.004;0.004],(-8e-05;-2e-05],(0.0001;0.0002]
(0.0022;0.0042],>0.0031,<=0.005,(0.012;0.022],(-8e-05;-2e-05],<=-0.0002
>0.0072,(0.0022;0.0031],<=0.005,(0.009;0.012],(-8e-05;-2e-05],<=-0.0002
>0.0072,<=-0.0009,<=0.005,>0.022,(-8e-05;-2e-05],<=-0.0002
(0.0042;0.0055],(0.0004;0.0009],(0.012;0.014],(0.009;0.012],(-8e-05;-2e-05],<=-0.0002
(-0.0035;0.0022],(0.0004;0.0009],(0.014;0.017],(0.009;0.012],(-8e-05;-2e-05],<=-0.0002
(-0.0069;-0.005],(-0.0009;-0.0002],(0.01;0.012],(0.004;0.009],(-8e-05;-2e-05],(-0.0001;0.0001]
(-0.005;-0.0035],<=-0.0009,(0.007;0.009],>0.022,(-8e-05;-2e-05],(-0.0002;-0.0001]
(0.0055;0.0072],(-0.0002;0.0004],>0.017,(0.012;0.022],(-8e-05;-2e-05],(-0.0002;-0.0001]
(-0.0035;0.0022],(0.0022;0.0031],(0.01;0.012],(-0.013;-0.009],(-8e-05;-2e-05],(0.0001;0.0002]
<=-0.0069,(0.0022;0.0031],(0.009;0.01],<=-0.013,(-8e-05;-2e-05],(0.0001;0.0002]
(0.0022;0.0042],(0.0022;0.0031],(0.01;0.012],(0.012;0.022],(-8e-05;-2e-05],(-0.0002;-0.0001]
<=-0.0069,<=-0.0009,(0.012;0.014],(-0.004;0.004],(-8e-05;-2e-05],(-0.0001;0.0001]
(-0.0069;-0.005],(0.0009;0.0015],>0.017,(0.004;0.009],(-8e-05;-2e-05],>0.0002
(-0.005;-0.0035],(0.0004;0.0009],(0.01;0.012],(-0.013;-0.009],(-8e-05;-2e-05],(-0.0001;0.0001]
(-0.0035;0.0022],(-0.0002;0.0004],<=0.005,(0.009;0.012],(-8e-05;-2e-05],<=-0.0002
(-0.0069;-0.005],(0.0022;0.0031],<=0.005,(-0.013;-0.009],(-8e-05;-2e-05],(0.0001;0.0002]
(0.0055;0.0072],<=-0.0009,(0.009;0.01],(0.012;0.022],(-8e-05;-2e-05],(-0.0002;-0.0001]
(-0.0035;0.0022],(0.0015;0.0022],(0.005;0.007],(0.009;0.012],(-8e-05;-2e-05],<=-0.0002
(0.0022;0.0042],(-0.0002;0.0004],(0.007;0.009],(0.012;0.022],(-8e-05;-2e-05],(-0.0002;-0.0001]
(-0.005;-0.0035],>0.0031,(0.012;0.014],(-0.013;-0.009],(-8e-05;-2e-05],>0.0002
(0.0055;0.0072],(0.0015;0.0022],(0.014;0.017],(0.009;0.012],(-8e-05;-2e-05],(-0.0001;0.0001]
(-0.0035;0.0022],(0.0015;0.0022],(0.009;0.01],(0.004;0.009],(-8e-05;-2e-05],(-0.0002;-0.0001]
(0.0022;0.0042],(0.0004;0.0009],<=0.005,>0.022,(-8e-05;-2e-05],(-0.0002;-0.0001]
(-0.0069;-0.005],<=-0.0009,(0.012;0.014],(0.004;0.009],(-8e-05;-2e-05],(0.0001;0.0002]
>0.0072,<=-0.0009,(0.007;0.009],(0.012;0.022],(-8e-05;-2e-05],<=-0.0002
(0.0042;0.0055],<=-0.0009,(0.012;0.014],(0.012;0.022],(-8e-05;-2e-05],<=-0.0002
>0.0072,(0.0022;0.0031],(0.007;0.009],(0.012;0.022],(-8e-05;-2e-05],(-0.0002;-0.0001]
(-0.005;-0.0035],(0.0009;0.0015],>0.017,(-0.013;-0.009],(-8e-05;-2e-05],(0.0001;0.0002]
(-0.0035;0.0022],<=-0.0009,(0.007;0.009],>0.022,(-8e-05;-2e-05],<=-0.0002
(-0.005;-0.0035],(-0.0009;-0.0002],(0.005;0.007],(0.004;0.009],(-8e-05;-2e-05],(0.0001;0.0002]
(-0.0035;0.0022],(0.0015;0.0022],(0.014;0.017],(-0.013;-0.009],(-8e-05;-2e-05],(0.0001;0.0002]
(0.0055;0.0072],>0.0031,(0.01;0.012],>0.022,(-8e-05;-2e-05],<=-0.0002
(-0.0035;0.0022],(0.0004;0.0009],(0.012;0.014],(0.009;0.012],(-8e-05;-2e-05],(-0.0002;-0.0001]
(0.0042;0.0055],(-0.0002;0.0004],(0.009;0.01],(0.012;0.022],(-8e-05;-2e-05],<=-0.0002
(-0.005;-0.0035],(0.0004;0.0009],<=0.005,(0.004;0.009],(-8e-05;-2e-05],(-0.0001;0.0001]
(-0.0035;0.0022],(-0.0002;0.0004],(0.01;0.012],(0.009;0.012],(-8e-05;-2e-05],(-0.0002;-0.0001]
(-0.0069;-0.005],<=-0.0009,(0.012;0.014],>0.022,(-8e-05;-2e-05],(0.0001;0.0002]
(-0.0035;0.0022],(0.0004;0.0009],(0.012;0.014],(0.009;0.012],(-8e-05;-2e-05],<=-0.0002
(0.0055;0.0072],>0.0031,(0.014;0.017],(0.009;0.012],(-8e-05;-2e-05],(-0.0001;0.0001]
(-0.0035;0.0022],>0.0031,(0.007;0.009],(0.009;0.012],(-8e-05;-2e-05],<=-0.0002
(-0.0069;-0.005],(0.0009;0.0015],(0.005;0.007],(0.004;0.009],(-8e-05;-2e-05],(-0.0002;-0.0001]
(0.0022;0.0042],<=-0.0009,(0.007;0.009],(0.009;0.012],(-8e-05;-2e-05],(-0.0002;-0.0001]
(-0.005;-0.0035],(0.0004;0.0009],(0.007;0.009],(0.004;0.009],(-8e-05;-2e-05],(-0.0001;0.0001]
(0.0022;0.0042],(0.0004;0.0009],(0.01;0.012],(0.009;0.012],(-8e-05;-2e-05],(-0.0002;-0.0001]
(0.0055;0.0072],(0.0015;0.0022],(0.005;0.007],(0.009;0.012],(-8e-05;-2e-05],(-0.0002;-0.0001]
(-0.0035;0.0022],(0.0022;0.0031],(0.007;0.009],(-0.013;-0.009],(-8e-05;-2e-05],(-0.0001;0.0001]
(-0.005;-0.0035],(-0.0002;0.0004],(0.012;0.014],(0.004;0.009],(-8e-05;-2e-05],(0.0001;0.0002]
