% A family of datasets synthetically generated from a simulation of how bank-customers choose their banks. Tasks are
% based on predicting the fraction of bank customers who leave the bank because of full queues. The bank family of
% datasets are generated from a simplistic simulator, which simulates the queues in a series of banks. The simulator was
% constructed with the explicit purpose of generating a family of datasets for DELVE. Customers come from several
% residential areas, choose their preferred bank depending on distances and have tasks of varying complexity, and various
% levels of patience. Each bank has several queues, that open and close according to demand. The tellers have various
% effectivities, and customers may change queue, if their patience expires. In the rej prototasks, the object is to predict the
% rate of rejections, ie the fraction of customers that are turned away from the bank because all the open tellers have full
% queues. 
@relation bank32nh
@attribute a1cx {<=-0.7537,(-0.7537;-0.4994],(-0.4994;-0.2496],(-0.2496;-0.0142],(-0.0142;0.24483],(0.24483;0.50692],(0.50692;0.74512],>0.74512}
@attribute a1cy {<=-0.7497,(-0.7497;-0.5008],(-0.5008;-0.2521],(-0.2521;0.00136],(0.00136;0.24868],(0.24868;0.49412],(0.49412;0.75288],>0.75288}
@attribute a1sx {<=0.13500,(0.13500;0.29313],(0.29313;0.47380],(0.47380;0.69266],(0.69266;0.97187],(0.97187;1.39446],(1.39446;2.11569],>2.11569}
@attribute a1sy {<=0.12871,(0.12871;0.28338],(0.28338;0.47310],(0.47310;0.69019],(0.69019;0.98361],(0.98361;1.39806],(1.39806;2.10878],>2.10878}
@attribute a1rho {<=-0.3773,(-0.3773;-0.2536],(-0.2536;-0.1244],(-0.1244;-0.0013],(-0.0013;0.12429],(0.12429;0.24678],(0.24678;0.37289],>0.37289}
@attribute a1pop {<=0.43030,(0.43030;0.88316],(0.88316;1.46315],(1.46315;2.12999],(2.12999;3.01379],(3.01379;4.23580],(4.23580;6.31973],>6.31973}
@attribute a2cx {<=-0.7493,(-0.7493;-0.4908],(-0.4908;-0.2460],(-0.2460;0.00044],(0.00044;0.24957],(0.24957;0.50221],(0.50221;0.74423],>0.74423}
@attribute a2cy {<=-0.7563,(-0.7563;-0.5071],(-0.5071;-0.2406],(-0.2406;0.00771],(0.00771;0.24924],(0.24924;0.49046],(0.49046;0.74708],>0.74708}
@attribute a2sx {<=0.13788,(0.13788;0.28590],(0.28590;0.47647],(0.47647;0.70166],(0.70166;0.98493],(0.98493;1.39247],(1.39247;2.06743],>2.06743}
@attribute a2sy {<=0.12842,(0.12842;0.28284],(0.28284;0.46806],(0.46806;0.68829],(0.68829;0.97012],(0.97012;1.36346],(1.36346;2.05163],>2.05163}
@attribute a2rho {<=-0.3761,(-0.3761;-0.2508],(-0.2508;-0.1229],(-0.1229;-0.0009],(-0.0009;0.12355],(0.12355;0.24413],(0.24413;0.36355],>0.36355}
@attribute a2pop {<=0.4224,(0.4224;0.87305],(0.87305;1.47205],(1.47205;2.16362],(2.16362;3.08189],(3.08189;4.33542],(4.33542;6.38606],>6.38606}
@attribute a3cx {<=-0.7522,(-0.7522;-0.5045],(-0.5045;-0.2454],(-0.2454;-0.0149],(-0.0149;0.23204],(0.23204;0.48930],(0.48930;0.74579],>0.74579}
@attribute a3cy {<=-0.7497,(-0.7497;-0.5089],(-0.5089;-0.2591],(-0.2591;0.00357],(0.00357;0.25507],(0.25507;0.50985],(0.50985;0.74827],>0.74827}
@attribute a3sx {<=0.12833,(0.12833;0.27836],(0.27836;0.46073],(0.46073;0.67749],(0.67749;0.96999],(0.96999;1.35646],(1.35646;2.03297],>2.03297}
@attribute a3sy {<=0.13259,(0.13259;0.28263],(0.28263;0.46242],(0.46242;0.69297],(0.69297;0.98072],(0.98072;1.37972],(1.37972;2.07684],>2.07684}
@attribute a3rho {<=-0.3752,(-0.3752;-0.2522],(-0.2522;-0.1323],(-0.1323;-0.0063],(-0.0063;0.11853],(0.11853;0.24465],(0.24465;0.37564],>0.37564}
@attribute a3pop {<=0.42338,(0.42338;0.89151],(0.89151;1.40604],(1.40604;2.08418],(2.08418;2.94302],(2.94302;4.27641],(4.27641;6.51685],>6.51685}
@attribute temp {<=0.23428,(0.23428;0.33161],(0.33161;0.41978],(0.41978;0.49953],(0.49953;0.58107],(0.58107;0.66358],(0.66358;0.76081],>0.76081}
@attribute b1x {<=-0.7540,(-0.7540;-0.5030],(-0.5030;-0.2369],(-0.2369;0.01690],(0.01690;0.26491],(0.26491;0.51327],(0.51327;0.75865],>0.75865}
@attribute b1y {<=-0.7463,(-0.7463;-0.5025],(-0.5025;-0.2537],(-0.2537;0.00135],(0.00135;0.25512],(0.25512;0.50361],(0.50361;0.75633],>0.75633}
@attribute b1call {<=2.0,(2.0;3.0],(3.0;3.0],(3.0;4.0],(4.0;4.0],(4.0;5.0],(5.0;6.0],>6.0}
@attribute b1eff {<=0.68377,(0.68377;0.87035],(0.87035;1.06241],(1.06241;1.25109],(1.25109;1.43974],(1.43974;1.61900],(1.61900;1.80220],>1.80220}
@attribute b2x {<=-0.7689,(-0.7689;-0.5162],(-0.5162;-0.2765],(-0.2765;-0.0114],(-0.0114;0.23134],(0.23134;0.48333],(0.48333;0.73946],>0.73946}
@attribute b2y {<=-0.7393,(-0.7393;-0.4844],(-0.4844;-0.2350],(-0.2350;-0.0019],(-0.0019;0.23804],(0.23804;0.49625],(0.49625;0.74545],>0.74545}
@attribute b2call {<=2.0,(2.0;3.0],(3.0;3.0],(3.0;4.0],(4.0;4.0],(4.0;5.0],(5.0;6.0],>6.0}
@attribute b2eff {<=0.6895,(0.6895;0.87469],(0.87469;1.07055],(1.07055;1.24699],(1.24699;1.42949],(1.42949;1.61596],(1.61596;1.80660],>1.80660}
@attribute b3x {<=-0.7594,(-0.7594;-0.5007],(-0.5007;-0.2411],(-0.2411;0.00467],(0.00467;0.25664],(0.25664;0.50343],(0.50343;0.74174],>0.74174}
@attribute b3y {<=-0.7540,(-0.7540;-0.5024],(-0.5024;-0.2479],(-0.2479;-0.0047],(-0.0047;0.25280],(0.25280;0.51002],(0.51002;0.75450],>0.75450}
@attribute b3call {<=2.0,(2.0;3.0],(3.0;3.0],(3.0;4.0],(4.0;4.0],(4.0;5.0],(5.0;6.0],>6.0}
@attribute b3eff {<=0.68721,(0.68721;0.86936],(0.86936;1.06123],(1.06123;1.23523],(1.23523;1.41815],(1.41815;1.61725],(1.61725;1.80979],>1.80979}
@attribute mxql {<=5.0,(5.0;6.0],(6.0;6.0],(6.0;7.0],(7.0;8.0],(8.0;8.0],(8.0;9.0],>9.0}
@attribute class {<=0.0,(0.0;0.01218],(0.01218;0.05096],(0.05096;0.15321],>0.15321}

@data
(0.24483;0.50692],(-0.7497;-0.5008],(0.13500;0.29313],(0.47310;0.69019],(0.12429;0.24678],(4.23580;6.31973],(-0.2460;0.00044],(0.49046;0.74708],(0.47647;0.70166],(1.36346;2.05163],(-0.3761;-0.2508],(0.4224;0.87305],(-0.7522;-0.5045],(0.50985;0.74827],>2.03297,(0.46242;0.69297],(-0.2522;-0.1323],>6.51685,(0.41978;0.49953],(0.51327;0.75865],(-0.2537;0.00135],(2.0;3.0],(0.68377;0.87035],<=-0.7689,(-0.2350;-0.0019],<=2.0,(1.42949;1.61596],(-0.7594;-0.5007],(0.51002;0.75450],(3.0;4.0],(1.41815;1.61725],(7.0;8.0],>0.15321
>0.74512,(-0.5008;-0.2521],(0.29313;0.47380],(0.47310;0.69019],(0.24678;0.37289],>6.31973,(-0.4908;-0.2460],<=-0.7563,(0.98493;1.39247],(1.36346;2.05163],>0.36355,(1.47205;2.16362],(-0.5045;-0.2454],(0.00357;0.25507],(0.46073;0.67749],(0.46242;0.69297],(-0.0063;0.11853],(2.08418;2.94302],>0.76081,>0.75865,(0.25512;0.50361],(2.0;3.0],(1.43974;1.61900],(-0.2765;-0.0114],(-0.7393;-0.4844],(5.0;6.0],(1.07055;1.24699],(0.00467;0.25664],(-0.7540;-0.5024],(5.0;6.0],(1.61725;1.80979],(7.0;8.0],(0.01218;0.05096]
(0.50692;0.74512],(0.49412;0.75288],(0.69266;0.97187],>2.10878,(-0.2536;-0.1244],(0.43030;0.88316],(0.50221;0.74423],(-0.5071;-0.2406],(0.28590;0.47647],>2.05163,(-0.0009;0.12355],(1.47205;2.16362],(-0.0149;0.23204],(0.50985;0.74827],(0.27836;0.46073],(0.69297;0.98072],(-0.0063;0.11853],>6.51685,(0.66358;0.76081],<=-0.7540,(0.25512;0.50361],<=2.0,(1.43974;1.61900],(-0.7689;-0.5162],(-0.4844;-0.2350],(4.0;5.0],(1.07055;1.24699],(0.50343;0.74174],(0.51002;0.75450],(4.0;5.0],(1.41815;1.61725],(7.0;8.0],(0.0;0.01218]
<=-0.7537,(0.24868;0.49412],(0.29313;0.47380],(0.28338;0.47310],(-0.2536;-0.1244],(3.01379;4.23580],(0.00044;0.24957],(-0.2406;0.00771],(0.98493;1.39247],(1.36346;2.05163],(0.24413;0.36355],(2.16362;3.08189],(-0.7522;-0.5045],<=-0.7497,(0.46073;0.67749],(0.13259;0.28263],(-0.0063;0.11853],(1.40604;2.08418],>0.76081,(-0.5030;-0.2369],(0.50361;0.75633],(2.0;3.0],(1.25109;1.43974],(0.48333;0.73946],(-0.4844;-0.2350],<=2.0,>1.80660,<=-0.7594,(-0.7540;-0.5024],(2.0;3.0],(0.68721;0.86936],(7.0;8.0],<=0.0
(-0.0142;0.24483],(-0.7497;-0.5008],>2.11569,<=0.12871,(-0.1244;-0.0013],(1.46315;2.12999],>0.74423,(0.24924;0.49046],(0.70166;0.98493],<=0.12842,>0.36355,<=0.4224,(-0.7522;-0.5045],(-0.5089;-0.2591],>2.03297,(0.98072;1.37972],(-0.1323;-0.0063],(0.89151;1.40604],(0.41978;0.49953],<=-0.7540,(0.50361;0.75633],(4.0;5.0],>1.80220,(-0.5162;-0.2765],(-0.4844;-0.2350],(5.0;6.0],(1.07055;1.24699],(-0.7594;-0.5007],(-0.0047;0.25280],(4.0;5.0],(1.61725;1.80979],(7.0;8.0],<=0.0
(-0.4994;-0.2496],(0.24868;0.49412],(0.69266;0.97187],(1.39806;2.10878],(-0.2536;-0.1244],<=0.43030,>0.74423,(-0.2406;0.00771],<=0.13788,(0.28284;0.46806],(-0.0009;0.12355],(3.08189;4.33542],<=-0.7522,>0.74827,(0.96999;1.35646],>2.07684,(-0.1323;-0.0063],>6.51685,>0.76081,<=-0.7540,(0.25512;0.50361],(3.0;4.0],(0.87035;1.06241],>0.73946,>0.74545,<=2.0,>1.80660,(-0.7594;-0.5007],(-0.0047;0.25280],(5.0;6.0],<=0.68721,(7.0;8.0],(0.01218;0.05096]
<=-0.7537,(-0.7497;-0.5008],(0.69266;0.97187],(0.12871;0.28338],(-0.2536;-0.1244],(0.43030;0.88316],<=-0.7493,(0.24924;0.49046],(0.98493;1.39247],<=0.12842,(0.24413;0.36355],<=0.4224,(0.48930;0.74579],<=-0.7497,(1.35646;2.03297],(0.69297;0.98072],(0.24465;0.37564],(2.08418;2.94302],(0.23428;0.33161],>0.75865,(0.50361;0.75633],(5.0;6.0],(1.43974;1.61900],(-0.5162;-0.2765],(0.49625;0.74545],(3.0;4.0],(1.61596;1.80660],(-0.5007;-0.2411],>0.75450,(5.0;6.0],>1.80979,(7.0;8.0],(0.01218;0.05096]
(0.50692;0.74512],(0.49412;0.75288],(0.97187;1.39446],(0.69019;0.98361],(-0.0013;0.12429],(0.43030;0.88316],(0.24957;0.50221],(0.49046;0.74708],<=0.13788,>2.05163,(0.24413;0.36355],<=0.4224,<=-0.7522,<=-0.7497,<=0.12833,(0.69297;0.98072],>0.37564,<=0.42338,>0.76081,(0.51327;0.75865],(0.00135;0.25512],<=2.0,<=0.68377,(0.48333;0.73946],(-0.2350;-0.0019],<=2.0,>1.80660,(-0.2411;0.00467],(0.51002;0.75450],(4.0;5.0],<=0.68721,(7.0;8.0],<=0.0
(-0.7537;-0.4994],(0.00136;0.24868],(0.29313;0.47380],(0.47310;0.69019],(0.12429;0.24678],(3.01379;4.23580],(-0.7493;-0.4908],(-0.7563;-0.5071],(1.39247;2.06743],(0.12842;0.28284],(0.24413;0.36355],(0.87305;1.47205],(0.48930;0.74579],(-0.7497;-0.5089],(1.35646;2.03297],(0.28263;0.46242],(-0.2522;-0.1323],(0.89151;1.40604],(0.49953;0.58107],(-0.7540;-0.5030],(-0.7463;-0.5025],(2.0;3.0],>1.80220,(-0.7689;-0.5162],(0.23804;0.49625],(5.0;6.0],(1.61596;1.80660],(-0.5007;-0.2411],<=-0.7540,(2.0;3.0],>1.80979,(7.0;8.0],(0.01218;0.05096]
(0.24483;0.50692],(0.24868;0.49412],<=0.13500,>2.10878,(-0.1244;-0.0013],(2.12999;3.01379],<=-0.7493,(-0.7563;-0.5071],(0.47647;0.70166],>2.05163,(-0.1229;-0.0009],(0.4224;0.87305],(-0.2454;-0.0149],(-0.7497;-0.5089],(0.46073;0.67749],(0.69297;0.98072],(0.11853;0.24465],(2.08418;2.94302],(0.49953;0.58107],(-0.5030;-0.2369],>0.75633,>6.0,(0.68377;0.87035],>0.73946,>0.74545,>6.0,(1.07055;1.24699],>0.74174,(-0.5024;-0.2479],(4.0;5.0],(1.41815;1.61725],(7.0;8.0],<=0.0
(-0.4994;-0.2496],(-0.5008;-0.2521],(0.29313;0.47380],(0.98361;1.39806],<=-0.3773,(3.01379;4.23580],(0.00044;0.24957],(0.24924;0.49046],(0.13788;0.28590],(1.36346;2.05163],(-0.0009;0.12355],(2.16362;3.08189],(-0.5045;-0.2454],(0.25507;0.50985],(0.96999;1.35646],(1.37972;2.07684],(-0.1323;-0.0063],(0.89151;1.40604],(0.41978;0.49953],<=-0.7540,(0.00135;0.25512],(5.0;6.0],(1.61900;1.80220],<=-0.7689,<=-0.7393,(5.0;6.0],(0.6895;0.87469],(0.50343;0.74174],(-0.5024;-0.2479],(5.0;6.0],(0.86936;1.06123],(7.0;8.0],(0.01218;0.05096]
(0.50692;0.74512],(0.24868;0.49412],(0.97187;1.39446],(0.69019;0.98361],(-0.0013;0.12429],(4.23580;6.31973],(-0.7493;-0.4908],>0.74708,(0.13788;0.28590],(0.28284;0.46806],(0.12355;0.24413],<=0.4224,<=-0.7522,(-0.7497;-0.5089],>2.03297,<=0.13259,(0.11853;0.24465],(1.40604;2.08418],>0.76081,(0.51327;0.75865],(-0.7463;-0.5025],(5.0;6.0],(1.06241;1.25109],<=-0.7689,<=-0.7393,(4.0;5.0],(1.42949;1.61596],<=-0.7594,(-0.2479;-0.0047],<=2.0,(1.41815;1.61725],(7.0;8.0],<=0.0
(-0.7537;-0.4994],(-0.5008;-0.2521],(0.97187;1.39446],<=0.12871,>0.37289,>6.31973,(-0.2460;0.00044],(-0.2406;0.00771],(0.98493;1.39247],<=0.12842,(0.12355;0.24413],(2.16362;3.08189],(-0.7522;-0.5045],(0.00357;0.25507],<=0.12833,(0.46242;0.69297],(0.24465;0.37564],(0.42338;0.89151],(0.33161;0.41978],(-0.7540;-0.5030],(-0.2537;0.00135],(2.0;3.0],(1.25109;1.43974],(-0.5162;-0.2765],(0.23804;0.49625],>6.0,(1.07055;1.24699],(0.50343;0.74174],(-0.5024;-0.2479],(3.0;4.0],(0.86936;1.06123],(7.0;8.0],(0.05096;0.15321]
(0.50692;0.74512],(0.24868;0.49412],(0.13500;0.29313],>2.10878,(-0.0013;0.12429],(1.46315;2.12999],>0.74423,(0.00771;0.24924],>2.06743,>2.05163,>0.36355,(3.08189;4.33542],<=-0.7522,<=-0.7497,(1.35646;2.03297],>2.07684,>0.37564,(2.08418;2.94302],(0.23428;0.33161],(-0.2369;0.01690],(0.50361;0.75633],>6.0,<=0.68377,(-0.0114;0.23134],(0.23804;0.49625],>6.0,(1.24699;1.42949],>0.74174,<=-0.7540,<=2.0,(1.41815;1.61725],(7.0;8.0],(0.05096;0.15321]
(0.50692;0.74512],(-0.2521;0.00136],(0.69266;0.97187],(0.28338;0.47310],(-0.1244;-0.0013],(1.46315;2.12999],>0.74423,(0.00771;0.24924],(0.70166;0.98493],(0.97012;1.36346],(0.24413;0.36355],(3.08189;4.33542],(-0.2454;-0.0149],>0.74827,(0.12833;0.27836],<=0.13259,<=-0.3752,(0.42338;0.89151],(0.66358;0.76081],(0.51327;0.75865],(0.25512;0.50361],(3.0;4.0],(0.68377;0.87035],<=-0.7689,(0.49625;0.74545],(2.0;3.0],(1.42949;1.61596],(0.25664;0.50343],(-0.0047;0.25280],(4.0;5.0],(1.41815;1.61725],(7.0;8.0],(0.01218;0.05096]
>0.74512,<=-0.7497,(0.13500;0.29313],(0.28338;0.47310],(0.24678;0.37289],(0.88316;1.46315],(-0.2460;0.00044],(-0.2406;0.00771],>2.06743,(0.28284;0.46806],(-0.2508;-0.1229],<=0.4224,(-0.7522;-0.5045],(-0.2591;0.00357],(1.35646;2.03297],(0.69297;0.98072],(0.24465;0.37564],(2.94302;4.27641],(0.33161;0.41978],(0.51327;0.75865],>0.75633,(5.0;6.0],(0.68377;0.87035],(-0.5162;-0.2765],(0.49625;0.74545],(3.0;4.0],>1.80660,(0.50343;0.74174],<=-0.7540,<=2.0,(1.41815;1.61725],(7.0;8.0],<=0.0
<=-0.7537,(0.49412;0.75288],(0.13500;0.29313],(0.12871;0.28338],(0.24678;0.37289],(1.46315;2.12999],>0.74423,>0.74708,(0.70166;0.98493],(0.97012;1.36346],(-0.1229;-0.0009],<=0.4224,(-0.2454;-0.0149],(0.50985;0.74827],(0.27836;0.46073],(0.13259;0.28263],(-0.3752;-0.2522],(2.94302;4.27641],(0.66358;0.76081],(-0.2369;0.01690],<=-0.7463,(2.0;3.0],>1.80220,<=-0.7689,<=-0.7393,<=2.0,(0.6895;0.87469],(-0.7594;-0.5007],(0.25280;0.51002],>6.0,(0.68721;0.86936],(7.0;8.0],(0.05096;0.15321]
<=-0.7537,(-0.7497;-0.5008],(0.13500;0.29313],(0.98361;1.39806],(-0.1244;-0.0013],(2.12999;3.01379],<=-0.7493,(-0.7563;-0.5071],(0.47647;0.70166],(0.68829;0.97012],(0.24413;0.36355],<=0.4224,(-0.5045;-0.2454],(-0.7497;-0.5089],(0.96999;1.35646],(0.46242;0.69297],(-0.3752;-0.2522],(2.94302;4.27641],>0.76081,(-0.5030;-0.2369],(0.50361;0.75633],(5.0;6.0],<=0.68377,(0.48333;0.73946],(-0.4844;-0.2350],(4.0;5.0],>1.80660,(-0.7594;-0.5007],(-0.2479;-0.0047],(4.0;5.0],(0.86936;1.06123],(7.0;8.0],(0.0;0.01218]
(0.50692;0.74512],>0.75288,(0.13500;0.29313],>2.10878,<=-0.3773,(2.12999;3.01379],(-0.2460;0.00044],(-0.5071;-0.2406],(0.28590;0.47647],(0.46806;0.68829],(-0.0009;0.12355],(0.87305;1.47205],(-0.5045;-0.2454],(-0.2591;0.00357],(0.67749;0.96999],(0.28263;0.46242],(-0.3752;-0.2522],<=0.42338,(0.33161;0.41978],(-0.5030;-0.2369],<=-0.7463,>6.0,(1.06241;1.25109],(0.48333;0.73946],(0.23804;0.49625],(4.0;5.0],(1.07055;1.24699],(0.00467;0.25664],(-0.5024;-0.2479],(3.0;4.0],<=0.68721,(7.0;8.0],(0.0;0.01218]
<=-0.7537,(-0.2521;0.00136],(0.13500;0.29313],(0.98361;1.39806],(-0.1244;-0.0013],(4.23580;6.31973],(-0.2460;0.00044],(-0.2406;0.00771],(1.39247;2.06743],(0.28284;0.46806],>0.36355,(3.08189;4.33542],(-0.2454;-0.0149],(-0.2591;0.00357],(1.35646;2.03297],(0.69297;0.98072],(-0.1323;-0.0063],(2.08418;2.94302],(0.49953;0.58107],(-0.5030;-0.2369],(-0.5025;-0.2537],>6.0,(1.61900;1.80220],(-0.5162;-0.2765],(-0.7393;-0.4844],(2.0;3.0],(1.07055;1.24699],>0.74174,<=-0.7540,(2.0;3.0],(1.61725;1.80979],(7.0;8.0],<=0.0
(-0.7537;-0.4994],(0.49412;0.75288],(1.39446;2.11569],(0.12871;0.28338],(-0.3773;-0.2536],(0.88316;1.46315],>0.74423,<=-0.7563,(1.39247;2.06743],<=0.12842,(-0.1229;-0.0009],(3.08189;4.33542],(-0.5045;-0.2454],<=-0.7497,>2.03297,>2.07684,(0.24465;0.37564],(2.08418;2.94302],(0.41978;0.49953],<=-0.7540,(-0.5025;-0.2537],(3.0;4.0],(1.61900;1.80220],(-0.2765;-0.0114],(-0.0019;0.23804],(5.0;6.0],(1.42949;1.61596],(0.50343;0.74174],<=-0.7540,>6.0,(0.68721;0.86936],(7.0;8.0],(0.01218;0.05096]
(0.50692;0.74512],<=-0.7497,(1.39446;2.11569],(0.12871;0.28338],(-0.2536;-0.1244],(0.43030;0.88316],(0.00044;0.24957],(0.24924;0.49046],(0.47647;0.70166],(0.97012;1.36346],(-0.1229;-0.0009],(1.47205;2.16362],(-0.7522;-0.5045],(-0.7497;-0.5089],<=0.12833,(0.98072;1.37972],>0.37564,(1.40604;2.08418],(0.41978;0.49953],(0.51327;0.75865],<=-0.7463,(3.0;4.0],(0.68377;0.87035],(-0.7689;-0.5162],(0.23804;0.49625],<=2.0,(1.24699;1.42949],(0.00467;0.25664],(-0.7540;-0.5024],(5.0;6.0],(0.68721;0.86936],(7.0;8.0],<=0.0
<=-0.7537,(-0.5008;-0.2521],(0.47380;0.69266],(1.39806;2.10878],(-0.1244;-0.0013],(3.01379;4.23580],(-0.2460;0.00044],<=-0.7563,(1.39247;2.06743],(0.12842;0.28284],(0.24413;0.36355],(2.16362;3.08189],>0.74579,(0.25507;0.50985],>2.03297,(0.69297;0.98072],<=-0.3752,(1.40604;2.08418],(0.41978;0.49953],>0.75865,(-0.5025;-0.2537],(2.0;3.0],(0.87035;1.06241],(-0.7689;-0.5162],(-0.4844;-0.2350],>6.0,(0.87469;1.07055],(-0.2411;0.00467],(-0.2479;-0.0047],(2.0;3.0],(0.86936;1.06123],(7.0;8.0],(0.01218;0.05096]
(-0.2496;-0.0142],>0.75288,(1.39446;2.11569],(1.39806;2.10878],>0.37289,(0.43030;0.88316],(0.00044;0.24957],>0.74708,(0.47647;0.70166],<=0.12842,(-0.0009;0.12355],(3.08189;4.33542],(-0.0149;0.23204],(-0.5089;-0.2591],>2.03297,(1.37972;2.07684],(0.24465;0.37564],<=0.42338,(0.33161;0.41978],(0.26491;0.51327],(0.50361;0.75633],(4.0;5.0],(1.61900;1.80220],(-0.2765;-0.0114],(-0.7393;-0.4844],<=2.0,(0.6895;0.87469],(-0.5007;-0.2411],(0.51002;0.75450],(4.0;5.0],(0.68721;0.86936],(7.0;8.0],(0.0;0.01218]
(0.50692;0.74512],(-0.7497;-0.5008],>2.11569,(1.39806;2.10878],>0.37289,(0.43030;0.88316],(0.24957;0.50221],(-0.5071;-0.2406],(0.47647;0.70166],>2.05163,(-0.2508;-0.1229],(1.47205;2.16362],(-0.0149;0.23204],(0.25507;0.50985],(0.12833;0.27836],(0.98072;1.37972],<=-0.3752,(2.94302;4.27641],(0.41978;0.49953],(-0.5030;-0.2369],(-0.5025;-0.2537],(3.0;4.0],(1.43974;1.61900],(-0.7689;-0.5162],(-0.2350;-0.0019],(3.0;4.0],>1.80660,(-0.7594;-0.5007],(-0.2479;-0.0047],>6.0,>1.80979,(7.0;8.0],(0.01218;0.05096]
(-0.0142;0.24483],(-0.2521;0.00136],(0.69266;0.97187],(0.28338;0.47310],(-0.3773;-0.2536],(1.46315;2.12999],(0.00044;0.24957],(-0.7563;-0.5071],<=0.13788,<=0.12842,>0.36355,(3.08189;4.33542],(0.48930;0.74579],<=-0.7497,(0.67749;0.96999],>2.07684,>0.37564,(4.27641;6.51685],(0.23428;0.33161],<=-0.7540,>0.75633,(2.0;3.0],<=0.68377,(-0.2765;-0.0114],<=-0.7393,(2.0;3.0],(1.07055;1.24699],(-0.2411;0.00467],(0.25280;0.51002],(4.0;5.0],(1.61725;1.80979],(7.0;8.0],(0.01218;0.05096]
(0.50692;0.74512],(0.24868;0.49412],>2.11569,<=0.12871,(0.24678;0.37289],(3.01379;4.23580],(-0.4908;-0.2460],(0.49046;0.74708],(1.39247;2.06743],(0.12842;0.28284],(-0.2508;-0.1229],(1.47205;2.16362],(-0.5045;-0.2454],(0.50985;0.74827],(0.96999;1.35646],(0.13259;0.28263],(-0.3752;-0.2522],(0.89151;1.40604],(0.41978;0.49953],(0.01690;0.26491],<=-0.7463,(2.0;3.0],(1.43974;1.61900],>0.73946,(0.49625;0.74545],(3.0;4.0],<=0.6895,(-0.7594;-0.5007],>0.75450,>6.0,(1.61725;1.80979],(7.0;8.0],(0.0;0.01218]
(-0.0142;0.24483],<=-0.7497,(0.47380;0.69266],(1.39806;2.10878],(-0.3773;-0.2536],<=0.43030,>0.74423,(0.00771;0.24924],>2.06743,(0.97012;1.36346],<=-0.3761,(2.16362;3.08189],(-0.7522;-0.5045],(-0.5089;-0.2591],(0.96999;1.35646],(0.69297;0.98072],(0.11853;0.24465],(0.89151;1.40604],(0.33161;0.41978],(0.01690;0.26491],>0.75633,(5.0;6.0],(1.25109;1.43974],(-0.2765;-0.0114],(-0.7393;-0.4844],>6.0,(1.24699;1.42949],(-0.5007;-0.2411],(0.25280;0.51002],(3.0;4.0],(0.86936;1.06123],(7.0;8.0],<=0.0
(-0.0142;0.24483],<=-0.7497,(0.13500;0.29313],<=0.12871,(-0.0013;0.12429],(0.43030;0.88316],(0.24957;0.50221],<=-0.7563,(1.39247;2.06743],(0.28284;0.46806],(0.12355;0.24413],<=0.4224,>0.74579,(0.00357;0.25507],(1.35646;2.03297],(0.46242;0.69297],(-0.3752;-0.2522],(0.89151;1.40604],(0.23428;0.33161],(0.51327;0.75865],(0.50361;0.75633],>6.0,>1.80220,(0.23134;0.48333],(-0.4844;-0.2350],>6.0,(1.42949;1.61596],<=-0.7594,(-0.7540;-0.5024],(2.0;3.0],>1.80979,(7.0;8.0],<=0.0
(-0.2496;-0.0142],(-0.7497;-0.5008],(0.97187;1.39446],(0.98361;1.39806],(-0.2536;-0.1244],(1.46315;2.12999],(-0.4908;-0.2460],(0.24924;0.49046],(0.70166;0.98493],(0.68829;0.97012],(0.12355;0.24413],(4.33542;6.38606],<=-0.7522,(0.00357;0.25507],(0.46073;0.67749],(1.37972;2.07684],(-0.3752;-0.2522],(4.27641;6.51685],(0.58107;0.66358],(-0.7540;-0.5030],(0.50361;0.75633],>6.0,<=0.68377,>0.73946,(0.23804;0.49625],(2.0;3.0],(1.42949;1.61596],>0.74174,(-0.2479;-0.0047],(3.0;4.0],(1.41815;1.61725],(7.0;8.0],>0.15321
(-0.0142;0.24483],(-0.2521;0.00136],(0.29313;0.47380],(0.28338;0.47310],(-0.2536;-0.1244],<=0.43030,(0.24957;0.50221],(-0.7563;-0.5071],(0.98493;1.39247],(0.46806;0.68829],(0.24413;0.36355],(2.16362;3.08189],(-0.7522;-0.5045],<=-0.7497,(0.46073;0.67749],(0.46242;0.69297],(-0.1323;-0.0063],>6.51685,(0.41978;0.49953],(0.26491;0.51327],(-0.5025;-0.2537],<=2.0,>1.80220,(-0.0114;0.23134],(0.49625;0.74545],(4.0;5.0],(1.61596;1.80660],(-0.5007;-0.2411],(0.51002;0.75450],(3.0;4.0],(0.68721;0.86936],(7.0;8.0],<=0.0
(0.50692;0.74512],(0.49412;0.75288],(0.29313;0.47380],(0.69019;0.98361],(-0.3773;-0.2536],(4.23580;6.31973],>0.74423,<=-0.7563,(1.39247;2.06743],(0.97012;1.36346],<=-0.3761,>6.38606,(-0.7522;-0.5045],<=-0.7497,>2.03297,(0.98072;1.37972],(-0.3752;-0.2522],(2.08418;2.94302],(0.58107;0.66358],(0.01690;0.26491],<=-0.7463,(3.0;4.0],(0.68377;0.87035],(0.48333;0.73946],(-0.2350;-0.0019],(2.0;3.0],(0.6895;0.87469],(-0.7594;-0.5007],<=-0.7540,>6.0,(1.61725;1.80979],(7.0;8.0],>0.15321
